,student_name,student_id,major,period,grade,passed_subject,get_subject
4591,윤소민,2021013419,스포츠지도학과,2,1,"['ELC105-00', 'GED1202-G01', 'GEE1953-G01', 'CA4001-01']","[['GEC1403-G20', '12:00', '13:15'], ['GEC1105-G15', '15:00', '16:15'], ['GEC1403-G25', '13:30', '14:45'], ['GEC1102-G06', '9:00', '10:15']]"
4592,김세윤,2013521619,스포츠지도학과,5,3,"['GI302-01', 'AMTH1002-16', 'FD105-01', 'CDG0264-00', 'EE497-12', 'EE497-03', 'GED1819-G00', 'GEC1105-G15', 'CPE201-09', 'TC317-00', 'CE379-00', 'ENV171-01', 'APCH3403-01', 'PM1019-15', 'GEE1344-G00']","[['GEE1332-G00', '12:00', '12:50'], ['GED1419-G01', '12:00', '14:45'], ['GEC1102-G26', '15:00', '16:15'], ['GEC1403-G14', '16:30', '17:45'], ['GED1501-G00', '18:00', '20:25'], ['GED1984-G00', '12:00', '13:15']]"
4593,윤재경,2018383539,스포츠지도학과,8,4,"['APCH3301-00', 'ME315-01', 'FT3082-00', 'GEC1105-G17', 'FR4301-00', 'APHY3600-00', 'GEC1105-G32', 'APCH1101-09', 'APHY1000-10', 'GEC1102-G35', 'EE342-01', 'ELC481-00', 'RU2101-00', 'CHE251-02', 'AMTH1009-00', 'TC211-00', 'FT2076-00', 'GEC1105-G40', 'ENV461-00', 'BME409-00']","[['GEC0103-G02', '15:00', '16:15'], ['GEC1102-G42', '12:00', '13:15'], ['GEC0103-G13', '9:00', '11:45'], ['GEC1104-G08', '9:00', '11:45'], ['GEE1343-G00', '12:00', '13:15'], ['GED1909-G00', '15:00', '16:15']]"
4594,조채현,2018972546,스포츠지도학과,3,2,"['PE403-00', 'CA3011-00', 'GEB1202-G06', 'APHY1000-00', 'GED1508-G01', 'FDA202-00', 'FT4072-00', 'APHY1000-07']","[['GED1737-G00', '12:00', '14:45'], ['GEC1104-G14', '12:00', '14:45'], ['GEC1105-G42', '9:00', '11:45'], ['EDU2107-G01', '11:00', '12:50'], ['GEE1127-G01', '18:00', '20:25']]"
4595,정도원,2019542094,스포츠지도학과,5,3,"['IS2506-00', 'GEN204-00', 'ME275-01', 'ID4016-00', 'LA319-00', 'AMTH1009-15', 'PAM329-00', 'GEN208-00', 'IS2003-01', 'PM3022-07', 'DC207-00', 'APHY1002-19']","[['GED1517-G00', '12:00', '13:15'], ['GED1511-G00', '13:30', '14:45'], ['GEC1403-G23', '13:30', '14:45'], ['GEB1301-G01', '12:00', '14:45'], ['GEC1403-G00', '9:00', '10:15']]"
4596,김연진,2011563703,스포츠지도학과,7,4,"['ME312-04', 'GEC1104-G07', 'AMTH1002-04', 'GEE1330-G04', 'ME351-02', 'LA312-00', 'RU1103-02', 'GEE1956-G03', 'FR3041-00', 'GED1951-G00', 'CSE201-02', 'PE107-02', 'CPE201-04', 'EE206-00', 'ELC374-00', 'HBT314-00', 'ID4014-01', 'PAM215-00', 'VID3028-00', 'EE497-05']","[['GED1621-G00', '10:30', '11:45'], ['GED1984-G00', '12:00', '13:15'], ['GED1212-G00', '10:30', '11:45'], ['GEC1102-G10', '10:30', '11:45'], ['GEC1105-G07', '12:00', '13:15'], ['GEC1104-G18', '15:00', '17:45']]"
4597,박태윤,2021313150,스포츠지도학과,2,1,"['AMTH4017-00', 'ME205-01', 'SM320-00', 'GEE1960-G00']","[['GEC1105-G08', '12:00', '13:15'], ['GEE1613-G00', '15:00', '16:50'], ['GEC1104-G04', '15:00', '17:45'], ['GED1735-G00', '15:00', '17:45'], ['GEC1102-G38', '10:30', '11:45']]"
4598,한하경,2013903175,스포츠지도학과,7,4,"['CHE431-05', 'GEC0103-G00', 'VID4018-00', 'BME213-01', 'SM327-00', 'RU3304-00', 'DC304-01', 'GEC2001-G11', 'IS3107-00', 'ESP324-00', 'IE419-00', 'IS2510-00', 'EE497-14', 'TK207-01', 'GEC1102-G09', 'GEC1102-G46']","[['GEC1102-G17', '13:30', '14:45'], ['GEC2001-G25', '12:00', '13:15'], ['GED1208-G00', '9:00', '11:45'], ['GEC1102-G08', '10:30', '11:45']]"
4599,박시율,2015234908,스포츠지도학과,5,3,"['GED1363-G00', 'GED1876-G00', 'GEC1105-G51', 'GEC1403-G25', 'GEN303-00', 'APCH1121-06', 'JP232-00', 'NE203-00', 'GEE1959-G01', 'JP271-00', 'AR112-01', 'AE271-01']","[['GEC2001-G37', '12:00', '14:45'], ['GEE1958-G01', '13:30', '14:45'], ['GEC2001-G34', '9:00', '11:45'], ['GEC1105-G00', '9:00', '10:15']]"
4600,강서연,2018719714,스포츠지도학과,3,2,"['CPE401-07', 'GED1733-G00', 'CDG3279-00', 'GED1734-G00', 'APCH4600-00', 'FSB351-02', 'SC403-01', 'FT3047-00', 'APCH4501-00', 'FT3047-00', 'ME380-02', 'PAM332-00']","[['GEE1667-G00', '9:00', '10:50'], ['GEC1102-G33', '10:30', '11:45'], ['GED1957-G01', '16:30', '17:45'], ['GEC1105-G17', '16:30', '17:45'], ['GEC2001-G22', '10:30', '11:45'], ['GEE1669-G00', '10:00', '11:50']]"
4601,박라은,2018702938,스포츠지도학과,6,3,"['PM4025-05', 'PAM411-00', 'IS3002-01', 'CSE302-02', 'ID3016-00', 'NE311-00', 'GEC1104-G22', 'AE473-03', 'PE217-00', 'PM2023-13', 'CSE204-03', 'GEC1403-G26']","[['GEC1403-G32', '16:30', '17:45'], ['GEC1104-G38', '9:00', '11:45'], ['GEE1630-G01', '9:00', '10:50'], ['GED1736-G00', '12:00', '14:45']]"
4602,최혜리,2015225702,스포츠지도학과,5,3,"['SC303-01', 'CPE301-11', 'ME301-01', 'IE315-00', 'GEC1105-G05', 'JP476-00', 'GED1984-G00', 'OMB320-00', 'EDU3184-G01', 'GEC1105-G31', 'GEC1104-G45', 'IS2201-00']","[['GEC1105-G32', '13:30', '14:45'], ['GED1961-G00', '12:00', '13:15'], ['GED1657-G00', '15:00', '17:45'], ['GED1957-G00', '15:00', '16:15'], ['GED1123-G00', '13:30', '14:45'], ['GEC1105-G42', '9:00', '11:45']]"
4603,장도영,2014892087,스포츠지도학과,8,4,"['GEC1403-G14', 'ME475-01', 'GEB1202-G00', 'GEC1105-G22', 'FD105-00', 'SC310-00', 'SM201-01', 'TC317-00', 'AMIE394-04', 'ID4015-00', 'AMTH1009-11', 'PM1019-18', 'EE206-01', 'GED1240-G00', 'SPACE493-00', 'GEC1105-G00', 'EE207-02', 'PM1019-02', 'ME312-01', 'ELC204-01', 'CE472-01', 'GE4001-00', 'CA3024-00', 'TC202-00']","[['GEC1102-G04', '12:00', '14:45'], ['GEE1330-G03', '18:00', '20:00'], ['GED1215-G00', '9:00', '10:15'], ['GEE1958-G01', '13:30', '14:45'], ['GEE1956-G03', '16:30', '17:45'], ['GEC1104-G12', '12:00', '14:45']]"
4604,최지유,2015957740,스포츠지도학과,6,3,"['PAM311-00', 'PM4005-00', 'OMB310-00', 'ELC203-01', 'GEC2001-G11', 'ESP309-00', 'GED1621-G00', 'GEC1104-G38', 'GEB1102-G08', 'EDU3198-G00', 'CPE201-05', 'GEC1102-G06']","[['GEC0103-G07', '15:00', '16:15'], ['GEC0103-G10', '12:00', '14:45'], ['GED1609-G00', '15:00', '16:15'], ['GEC1102-G18', '13:30', '14:45'], ['GEC1104-G30', '12:00', '14:45'], ['GED1528-G00', '9:00', '10:15']]"
4605,정가현,2012330099,스포츠지도학과,4,2,"['GEC1403-G05', 'APCH3301-01', 'ESP319-00', 'GEC1105-G26', 'GEC1104-G27', 'AMIE201-00', 'GEC2001-G02', 'EE201-00']","[['GED1717-G00', '13:30', '14:45'], ['GED1432-G00', '13:30', '14:45'], ['GEC2001-G08', '13:30', '14:45'], ['IPE102-00', '15:00', '17:45'], ['EDU2104-G00', '9:00', '10:50']]"
4606,조우리,2017248671,스포츠지도학과,8,4,"['GED1208-G01', 'GEC1104-G39', 'CA1007-00', 'IS3002-01', 'CSE327-00', 'AMTH1009-18', 'SC103-01', 'ME335-02', 'ELC204-01', 'PE403-00', 'GEC1105-G30', 'APHY3100-00', 'GEC2001-G31', 'FT1003-00', 'GI404-01', 'AE473-02']","[['GEC2001-G02', '10:30', '11:45'], ['GEB1202-G05', '12:00', '13:15'], ['GED1862-G00', '12:00', '14:45'], ['GED1353-G00', '12:00', '13:15'], ['GEC1104-G44', '15:00', '17:45'], ['GEC1105-G36', '15:00', '16:15']]"
4607,강도운,2018288993,스포츠지도학과,7,4,"['ENV212-01', 'PM1019-13', 'SC202-01', 'CDG3268-00', 'CHI201-00', 'EE497-05', 'GEC1105-G18', 'ESP213-00', 'GEC1104-G29', 'FR1011-01', 'GED1305-G00', 'GI103-01', 'APCH4401-00', 'CE379-00', 'SPACE201-00', 'GEE1127-G02', 'GED1957-G01', 'GI400-01', 'IS3002-01', 'GI102-01', 'GEC0103-G06', 'GEC0103-G04', 'LA316-00', 'BME412-06']","[['GEC0103-G03', '13:30', '14:45'], ['GEC1104-G23', '12:00', '14:45'], ['GEE1605-G00', '13:00', '14:50'], ['GED1876-G00', '10:30', '11:45'], ['GEC1102-G48', '13:30', '14:45'], ['GEE1330-G05', '18:00', '20:00']]"
4608,장루아,2020548117,스포츠지도학과,4,2,"['CA3017-00', 'GEE1615-G00', 'CSE331-00', 'AR501-00', 'EE209-05', 'AMTH1002-07', 'GEC1403-G05', 'GEN306-02', 'RU4402-00', 'ENV379-00', 'GEC1403-G21', 'GED1217-G00']","[['GEE1330-G05', '18:00', '20:00'], ['GEC1102-G49', '15:00', '16:15'], ['GEC1102-G29', '9:00', '10:15'], ['GEC1105-G22', '10:30', '11:45'], ['GEC1104-G18', '15:00', '17:45']]"
4609,최이찬,2017472520,스포츠지도학과,8,4,"['GEC1105-G00', 'GED1621-G00', 'ELC103-00', 'ME211-02', 'GEC1105-G01', 'ENV385-00', 'FD112-00', 'SM312-00', 'GEC1105-G13', 'GEC1104-G21', 'FT3081-00', 'ME301-01', 'GEC1102-G44', 'IE207-01', 'GEE1958-G01', 'GEC0103-G01']","[['GEE1644-G00', '10:30', '12:20'], ['GEC1403-G06', '12:00', '13:15'], ['GED1962-G00', '13:30', '14:45'], ['GEE1956-G01', '16:30', '17:45']]"
4610,한예지,2013574387,스포츠지도학과,6,3,"['FT1071-00', 'GEC2001-G02', 'GEC1102-G42', 'KO2501-00', 'ELC201-00', 'KO4201-00', 'PM4028-00', 'CE375-01', 'ME202-02', 'GEC1105-G18', 'APHY1100-00', 'PM4025-06']","[['GED1989-G00', '15:00', '16:15'], ['GEC1403-G27', '15:00', '16:15'], ['GEC1102-G52', '16:30', '17:45'], ['GEC1105-G26', '12:00', '13:15']]"
4611,서준호,2021782471,스포츠지도학과,2,1,"['CSE423-00', 'GEE1332-G03', 'CHE251-01', 'VID4022-01', 'GI308-00']","[['GEC1403-G35', '12:00', '14:45'], ['GEE1344-G02', '9:00', '11:45'], ['GED1960-G00', '16:30', '17:45'], ['GED1959-G04', '15:00', '16:15'], ['GEC1102-G00', '9:00', '11:45']]"
4612,윤혁,2013635421,스포츠지도학과,3,2,"['SWCON321-00', 'CPE101-00', 'HBT401-00', 'GEC1403-G25', 'FSB271-00', 'CA4002-00', 'DC205-00', 'GEC1403-G30', 'CA3022-00', 'CE351-02', 'EE210-01', 'EE368-04']","[['GEE1633-G01', '10:30', '12:20'], ['GEC2001-G25', '12:00', '13:15'], ['GEC1102-G09', '10:30', '11:45'], ['GED1961-G01', '10:30', '11:45'], ['GEC1403-G27', '15:00', '16:15'], ['GEC0103-G05', '12:00', '13:15']]"
4613,장하람,2015006905,스포츠지도학과,8,4,"['GEB1202-G04', 'AMIE394-04', 'NE412-00', 'APCH3401-00', 'GEE1613-G00', 'DC205-01', 'GI400-01', 'AMIE331-02', 'CHI314-00', 'ME205-01', 'BIO101-05', 'TK105-00', 'GEC1102-G30', 'PM4025-14', 'GED1405-G00', 'LA314-00']","[['GEC1104-G04', '15:00', '17:45'], ['GEC1104-G28', '9:00', '11:45'], ['GED1657-G00', '15:00', '17:45'], ['GED1664-G00', '15:00', '16:15'], ['SC2010-00', '10:00', '12:45']]"
4614,임경은,2016855684,스포츠지도학과,3,2,"['GED1437-G00', 'CSE304-01', 'DC201-01', 'PE101-00', 'GED1435-G00', 'AMIE352-00', 'GEE1657-G00', 'GEC1105-G33', 'GEC1403-G10', 'SC108-01', 'ME321-02', 'ESP334-00']","[['GEE1630-G00', '15:00', '16:50'], ['GEC1104-G04', '15:00', '17:45'], ['GED1947-G01', '13:30', '16:15'], ['GEC1403-G06', '12:00', '13:15'], ['GEC1102-G05', '15:00', '17:45'], ['GEC1102-G26', '15:00', '16:15']]"
4615,윤동주,2013408440,스포츠지도학과,7,4,"['GEC1102-G36', 'GEC1104-G26', 'GEC1105-G19', 'GED1993-G00', 'CA3011-00', 'GEC1105-G34', 'PE301-01', 'EE342-00', 'GEE1644-G01', 'IS2202-01', 'GEC1102-G08', 'GEC1102-G14', 'SM425-00', 'ESP309-01', 'KO3103-00', 'APHY1002-24', 'DC201-01', 'SC402-01', 'ELC104-00', 'GEN305-01']","[['GEE1960-G00', '9:00', '10:15'], ['GED1957-G00', '15:00', '16:15'], ['GEC1102-G20', '13:30', '14:45'], ['GED1721-G00', '10:30', '11:45']]"
4616,한상훈,2013664240,스포츠지도학과,6,3,"['CPE201-04', 'PM4025-15', 'CPE101-06', 'ID2003-01', 'EE212-00', 'CDG3279-00', 'GED1865-G00', 'GEC1105-G20', 'IS2514-00', 'PE403-00', 'ENV385-01', 'PM2023-09', 'GED1353-G00', 'CSE330-00', 'CPE301-13']","[['EDU3106-G01', '11:00', '12:50'], ['GED1502-G00', '9:00', '11:45'], ['GEC1403-G07', '12:00', '13:15'], ['GEC1102-G50', '15:00', '16:15'], ['IPE102-00', '15:00', '17:45'], ['GEC1403-G20', '12:00', '13:15']]"
4617,서한결,2015533672,스포츠지도학과,4,2,"['GEC1403-G14', 'CPE401-15', 'CPE101-02', 'GEC2001-G14', 'ME205-03', 'AMIE396-03', 'APHY1000-00', 'APCH4204-00', 'EDU3106-G01', 'OMB312-00']","[['GEC1102-G54', '16:30', '17:45'], ['GEC1403-G18', '10:30', '11:45'], ['GED1710-G00', '10:30', '11:45'], ['GED1861-G00', '12:00', '13:15']]"
4618,최나연,2021762493,스포츠지도학과,2,1,"['CHE232-05', 'BME213-00', 'AMTH1002-04', 'AMTH1009-06', 'APHY1000-05']","[['GEE1344-G02', '9:00', '11:45'], ['GED1909-G00', '15:00', '16:15'], ['GED1509-G00', '15:00', '16:15'], ['GEC1105-G49', '15:00', '17:45'], ['GED1739-G00', '12:00', '14:45']]"
4619,임규진,2021617920,스포츠지도학과,1,1,"['IS4401-00', 'ME315-01', 'FR3041-00', 'PM4020-00']","[['GEC1403-G16', '9:00', '10:15'], ['GEC1104-G35', '15:00', '17:45'], ['GEC2001-G18', '16:30', '17:45'], ['GED1240-G01', '13:30', '14:45']]"
4620,정예서,2021288263,스포츠지도학과,2,1,"['ME231-01', 'GEC2001-G20', 'APHY2100-00', 'GED1544-G00']","[['GEE1343-G00', '12:00', '13:15'], ['GEC1102-G31', '9:00', '10:15'], ['GEC1403-G26', '13:30', '14:45'], ['GEE1605-G00', '13:00', '14:50'], ['GED1657-G00', '15:00', '17:45'], ['GEC1403-G15', '9:00', '10:15']]"
4621,임윤하,2021166021,스포츠지도학과,2,1,"['IPE401-00', 'CDG0266-00', 'GEE1127-G01', 'GEC1403-G27', 'EE321-00', 'ELC464-00']","[['GEC1104-G11', '12:00', '14:45'], ['GEC1104-G23', '12:00', '14:45'], ['GEC2001-G26', '12:00', '13:15'], ['GED1961-G00', '12:00', '13:15']]"
4622,서찬민,2017395449,스포츠지도학과,6,3,"['PE217-00', 'DC305-00', 'GED1868-G00', 'AE211-00', 'GEC1105-G33', 'ENV418-00', 'APCH2303-01', 'EE342-00', 'PE400-00', 'AMTH1009-01', 'CSE305-01', 'ELC101-00', 'AMIE394-01', 'GEN306-00', 'EE210-00']","[['GED1735-G00', '15:00', '17:45'], ['GEC1105-G31', '13:30', '14:45'], ['GED1960-G01', '15:00', '16:15'], ['GED1504-G00', '15:00', '16:15'], ['GEC1104-G19', '9:00', '11:45'], ['GED1325-G00', '13:00', '15:45']]"
4623,김소원,2016701705,스포츠지도학과,3,2,"['IS2104-00', 'CPE201-12', 'FSB271-00', 'PM3027-01', 'ENV171-02', 'TC427-00', 'AE331-00', 'BIO103-02', 'APCH2303-02', 'LA204-00']","[['GEC2001-G03', '10:30', '11:45'], ['GEC2001-G24', '12:00', '13:15'], ['GEC0103-G07', '15:00', '16:15'], ['GEC2001-G07', '12:00', '13:15'], ['GEC1403-G05', '10:30', '11:45'], ['GED1501-G00', '18:00', '20:25']]"
4624,장진서,2017363364,스포츠지도학과,5,3,"['KO1101-00', 'GEC1105-G18', 'IE201-00', 'FT1073-00', 'GED1657-G00', 'ID3014-00', 'GED1212-G00', 'FR4024-00', 'ESP105-01', 'EDU2104-G00', 'EE496-00', 'GEC0103-G01']","[['GED1959-G03', '13:30', '14:45'], ['GEC1104-G05', '15:00', '17:45'], ['GEC2001-G24', '12:00', '13:15'], ['GEC1403-G36', '12:00', '14:45']]"
4625,서유준,2021332057,스포츠지도학과,2,1,"['SWCON332-00', 'GEB1102-G01', 'GED1301-G00', 'JP113-00', 'TK204-02']","[['GEC2001-G31', '15:00', '16:15'], ['GEE1657-G00', '13:30', '16:15'], ['GEC1102-G16', '12:00', '13:15'], ['GED1223-G00', '15:00', '16:15'], ['GED1736-G00', '12:00', '14:45']]"
4626,조윤찬,2013464799,스포츠지도학과,5,3,"['EE209-05', 'GEC1102-G13', 'FT2068-00', 'AMTH1009-01', 'CHE453-00', 'EDU3104-G00', 'BME412-06', 'KO1102-00', 'FSB241-01', 'PE307-01', 'ESP318-00', 'AR111-05', 'EE209-00', 'CHE477-00', 'ME301-02', 'AMIE201-00', 'GED1223-G02', 'AMIE201-00']","[['GEB1102-G04', '15:00', '16:15'], ['GEC2001-G05', '12:00', '13:15'], ['GED1432-G01', '16:30', '17:45'], ['GEC0103-G03', '13:30', '14:45'], ['GEC1105-G47', '12:00', '14:45']]"
4627,이태경,2015234061,스포츠지도학과,3,2,"['PM3016-00', 'FSB381-00', 'GED1663-G00', 'CPE201-01', 'APHY1002-10', 'ME382-01', 'TK207-01', 'FR3016-00']","[['GEE1332-G06', '9:00', '9:50'], ['GEC1104-G35', '15:00', '17:45'], ['GEE1958-G00', '9:00', '10:15'], ['GEE1127-G01', '18:00', '20:25'], ['GED1215-G00', '9:00', '10:15'], ['GEC1102-G18', '13:30', '14:45']]"
4628,강지율,2019867378,스포츠지도학과,3,2,"['JP111-00', 'GEE1332-G05', 'EE211-01', 'GED1929-G00', 'RTG108-00', 'GEN302-01', 'FT3077-00', 'EE202-05', 'ME312-01', 'GED1113-G01']","[['GED1123-G00', '13:30', '14:45'], ['GEC1104-G08', '9:00', '11:45'], ['GEC1102-G52', '16:30', '17:45'], ['GEB1301-G00', '15:00', '17:45'], ['GEB1202-G00', '9:00', '10:15']]"
4629,서민승,2021709022,스포츠지도학과,1,1,"['AMIE220-02', 'GED1962-G00', 'GED1466-G00', 'SM207-00', 'NE221-00', 'GEN405-00']","[['GEC1104-G24', '12:00', '14:45'], ['EDU2103-G03', '15:30', '17:20'], ['GEB1102-G07', '10:30', '11:45'], ['GEC1102-G50', '15:00', '16:15'], ['GEC1102-G34', '10:30', '11:45']]"
4630,한혜정,2012593000,스포츠지도학과,8,4,"['EE444-00', 'GEC2001-G31', 'CHE456-00', 'TK207-01', 'GED1440-G00', 'CSE304-01', 'TK203-01', 'GED1440-G01', 'GED1358-G00', 'ID2019-00', 'GEC1104-G12', 'IS1003-00', 'GEC1403-G10', 'AE231-00', 'GEC1104-G00', 'CPE201-15']","[['GED1959-G02', '16:30', '17:45'], ['GEC1105-G49', '15:00', '17:45'], ['GEC1102-G37', '10:30', '11:45'], ['GEC1104-G33', '12:00', '14:45']]"
4631,이현아,2014815769,스포츠지도학과,4,2,"['AMTH4007-00', 'AMIE331-02', 'SM426-00', 'TK102-01', 'SC108-01', 'PE201-01', 'CHE431-04', 'IE415-00']","[['GEC0103-G03', '13:30', '14:45'], ['GEC1102-G11', '10:30', '11:45'], ['GEC1105-G37', '15:00', '16:15'], ['GED1820-G00', '12:00', '14:45'], ['GED1502-G00', '9:00', '11:45'], ['GED1405-G00', '12:00', '13:15']]"
4632,김유이,2017034699,스포츠지도학과,7,4,"['ID4015-00', 'GED1466-G00', 'SM320-00', 'PE403-00', 'PM3018-00', 'CPE301-09', 'GEC1102-G42', 'FD111-05', 'EE321-03', 'CHE453-01', 'GEC1403-G25', 'GED1511-G00', 'GED1959-G04', 'GEC0103-G04', 'ENV391-00', 'BME316-00', 'GEC1102-G13', 'BME304-01', 'TK211-01', 'APHY1100-01']","[['GEC2001-G08', '13:30', '14:45'], ['GEC1403-G31', '16:30', '17:45'], ['GEC0103-G13', '9:00', '11:45'], ['GEC1101-G00', '10:30', '11:45'], ['GEE1665-G00', '15:00', '16:50']]"
4633,조시원,2013899684,스포츠지도학과,3,2,"['EDU3137-G00', 'CPE201-06', 'GED1940-G00', 'GED1356-G00', 'VID2011-01', 'EE342-01', 'FT1003-00', 'GED1208-G00']","[['GEC1104-G45', '9:00', '11:45'], ['GEC1403-G14', '16:30', '17:45'], ['GEC1104-G30', '12:00', '14:45'], ['GEE1642-G01', '15:00', '16:50']]"
4634,한승기,2011734852,스포츠지도학과,8,4,"['ENV281-00', 'CA3017-00', 'KO2501-00', 'PAM320-00', 'BME213-01', 'GE402-00', 'CE100-00', 'FT2023-00', 'EE362-01', 'PM3022-04', 'CE485-01', 'NE465-00', 'GEC1403-G39', 'IS3513-01', 'CPE103-01', 'SC409-00', 'ME479-04', 'AMTH1004-01', 'CHE232-05', 'RTG106-00']","[['GEE1665-G01', '15:00', '16:50'], ['GED1432-G01', '16:30', '17:45'], ['GEC1102-G06', '9:00', '10:15'], ['GEC1104-G29', '9:00', '11:45']]"
4635,한서정,2016832411,스포츠지도학과,7,4,"['AE302-00', 'AR112-04', 'FSB281-00', 'EE321-03', 'AR431-02', 'GED1240-G00', 'ESP324-00', 'AMTH4012-00', 'ESP309-00', 'ID4014-00', 'CHI107-00', 'EE201-02', 'RU1101-02', 'IS2304-00', 'APCH2303-02', 'TC433-01', 'TC316-00', 'VID4020-00', 'GEE1330-G05', 'FSB383-00']","[['GEC2001-G27', '13:30', '14:45'], ['GED1965-G00', '13:30', '14:45'], ['GED1113-G00', '9:00', '11:45'], ['GEE1608-G00', '12:00', '13:50'], ['GED1959-G01', '15:00', '16:15']]"
4636,장태호,2012428777,스포츠지도학과,7,4,"['ME305-02', 'TC313-00', 'GEC1102-G36', 'SC310-00', 'IS1003-00', 'APHY1100-03', 'SWCON201-00', 'AE112-00', 'HBT202-00', 'AR111-01', 'AMTH1009-00', 'GED1959-G04', 'AE372-00', 'CHE132-01', 'APHY1002-18', 'AMTH1009-00']","[['GEE1332-G03', '10:30', '11:20'], ['GEC2001-G07', '12:00', '13:15'], ['GEC1102-G25', '15:00', '16:15'], ['GEC1403-G34', '9:00', '11:45'], ['GEC1102-G06', '9:00', '10:15']]"
4637,강고은,2021782749,스포츠지도학과,2,1,"['GEC2001-G05', 'GEN403-00', 'VID3009-01', 'GEC1102-G46']","[['GEC1403-G17', '10:30', '11:45'], ['GED1119-G01', '13:00', '15:45'], ['GED1108-G00', '16:30', '17:45'], ['IPE303-00', '10:30', '11:45'], ['GEC1104-G13', '12:00', '14:45'], ['GED1665-G00', '16:30', '17:45']]"
4638,조승은,2018410822,스포츠지도학과,3,2,"['ME351-02', 'GED1957-G02', 'DC202-00', 'GED1502-G01', 'GEC1403-G09', 'GED1656-G00', 'DC332-00', 'GEC1105-G38', 'GED1947-G00', 'AMTH1002-14', 'EDU2101-G00', 'GEC1105-G06']","[['GED1717-G00', '13:30', '14:45'], ['GEC2001-G41', '15:00', '17:45'], ['GED1945-G01', '12:00', '13:15'], ['GEC1105-G48', '12:00', '14:45']]"
4639,강도하,2021769844,스포츠지도학과,1,1,"['PM4005-00', 'CE377-01', 'GEC0103-G06', 'ESP334-00', 'AE101-00', 'ELC481-00']","[['GED1501-G00', '18:00', '20:25'], ['GEC1104-G32', '12:00', '14:45'], ['GEB1102-G06', '9:00', '10:15'], ['GED1440-G00', '15:00', '17:45'], ['GEC1105-G12', '13:30', '14:45']]"
4640,강다민,2013188043,스포츠지도학과,5,3,"['PE307-01', 'VID4020-00', 'SC206-01', 'GEE1613-G00', 'GEC1102-G36', 'CSE327-00', 'SM312-00', 'GEE1332-G04', 'GED1959-G04', 'GEC1104-G05', 'GED1358-G00', 'PM3029-00', 'GEB1101-G02', 'SWCON103-00', 'GEC1104-G15']","[['GED1947-G00', '10:30', '13:15'], ['GEC2001-G21', '10:30', '11:45'], ['GEC2001-G10', '13:30', '14:45'], ['GEE1127-G00', '9:00', '11:45'], ['EDU4103-G00', '9:00', '10:50']]"
4641,윤동혁,2021222823,스포츠지도학과,1,1,"['GEC1105-G15', 'GED1508-G00', 'GEE1958-G00', 'GEC1105-G06']","[['GED1541-G00', '15:00', '16:15'], ['EDU2107-G00', '13:30', '15:20'], ['GEC1403-G13', '16:30', '17:45'], ['GEC1102-G22', '15:00', '16:15']]"
4642,최라임,2014522299,태권도학과,4,2,"['SM327-00', 'GE2001-00', 'ESP207-01', 'EE496-00', 'CSE324-00', 'CHI314-00', 'BME203-00', 'GEC2001-G17']","[['GEC1403-G38', '18:00', '20:25'], ['GED1311-G00', '10:30', '11:45'], ['GEC1403-G25', '13:30', '14:45'], ['GEC1105-G17', '16:30', '17:45']]"
4643,이상훈,2016857065,태권도학과,8,4,"['ELC257-00', 'TK210-01', 'IE203-01', 'IE411-00', 'GED1467-G00', 'ELC337-00', 'BIO103-02', 'GED1408-G01', 'GEE1332-G01', 'ELC101-00', 'APCH3601-00', 'AMTH1004-02', 'GED1984-G00', 'PM1012-01', 'AMTH1004-10', 'GEE1956-G06', 'PM3022-19', 'ME380-01', 'APCH2101-01', 'GEE1958-G01', 'BIO103-02', 'GE2001-00', 'GED1419-G00', 'HBT325-00']","[['GED1440-G00', '15:00', '17:45'], ['GEE1633-G01', '10:30', '12:20'], ['GEC2001-G30', '15:00', '16:15'], ['GEC1105-G01', '9:00', '10:15'], ['GED1223-G01', '12:00', '14:45'], ['GEC1104-G18', '15:00', '17:45']]"
4644,윤민설,2015719639,태권도학과,5,3,"['CSE103-01', 'ELC481-00', 'FSB394-00', 'GEC1102-G54', 'FT3081-00', 'FSB401-00', 'CSE495-00', 'CSE203-01', 'OMB301-00', 'CDG3260-00', 'FR2032-00', 'GED1108-G00', 'LA319-00', 'GI400-01', 'CHE332-01', 'APHY1002-06', 'PE308-01', 'IS3513-00']","[['GEE1668-G00', '10:30', '12:20'], ['GEC1105-G26', '12:00', '13:15'], ['GEC1102-G35', '10:30', '11:45'], ['IPE503-00', '12:00', '14:45']]"
4645,조민율,2016348366,태권도학과,5,3,"['CHI409-00', 'IPE503-00', 'SC308-01', 'GED1955-G00', 'CPE301-02', 'ESP309-02', 'RU4402-00', 'GI205-01', 'ME380-01', 'ME312-02', 'GED1202-G01', 'GEC1104-G25']","[['GEC1104-G29', '9:00', '11:45'], ['GEC1105-G05', '10:30', '11:45'], ['IPE108-00', '9:00', '11:45'], ['GEC1105-G19', '9:00', '10:15']]"
